	nome_produto	valor_produto	data_busca	link_produto
733	Película Protetora De Vidro Transparente Muvit Moto C Plus - Muvit	29.9	5/10/2017	https://www.magazineluiza.com.br/pelicula-protetora-de-vidro-transparente-muvit-moto-c-plus-muvit/p/7292565/te/ppce/
734	Capa Slimskin Original Laut C/ Película Iphone 7 Plus Rosa - Laut	69.9	5/10/2017	https://www.magazineluiza.com.br/capa-slimskin-original-laut-c-pelicula-iphone-7-plus-rosa-laut/p/7298353/te/tlac/
735	Bateria Portátil Rock Stone Power Bank 10000mAh USB 3.1A - Rock	169.9	5/10/2017	https://www.magazineluiza.com.br/bateria-portatil-rock-stone-power-bank-10000mah-usb-3.1a-rock/p/7301061/te/tlac/
736	Carregador Usb Portatil Pokebola Powerbank Pokemon Go 10.000 mAh Celular - Gc Power	89.99	5/10/2017	https://www.magazineluiza.com.br/carregador-usb-portatil-pokebola-powerbank-pokemon-go-10.000-mah-celular-gc-power/p/7277438/te/tlac/
737	Capa carteira iphone 5c couro cartões case película grátis - Wei tus	19.99	5/10/2017	https://www.magazineluiza.com.br/capa-carteira-iphone-5c-couro-cartoes-case-pelicula-gratis-wei-tus/p/7278920/te/tlac/
738	Película HPrime Curves - Cobre 100 da Tela - Samsung Galaxy Note 4 - Galaxy Note 4 - HPrime Películas	49.9	5/10/2017	https://www.magazineluiza.com.br/pelicula-hprime-curves-cobre-100-da-tela-samsung-galaxy-note-4-galaxy-note-4-hprime-peliculas/p/7296448/te/tlac/
739	Capa  para iPhone 4  Procase Air Azul + película protetora  - Youts - Youts	4.9	5/10/2017	https://www.magazineluiza.com.br/capa-para-iphone-4-procase-air-azul-pelicula-protetora-youts-youts/p/7297130/te/tlac/
740	Capa para Smartphone iPhone 5/5S - CBR, Bonfim - Youts - Youts	7.9	5/10/2017	https://www.magazineluiza.com.br/capa-para-smartphone-iphone-5-5s-cbr-bonfim-youts-youts/p/7268540/te/tlac/
741	Capa Protetora Exo Frame Prata c/ Película Iphone 7 Plus - LT-IP7PEXSLI - Laut - Laut	169.9	5/10/2017	https://www.magazineluiza.com.br/capa-protetora-exo-frame-prata-c-pelicula-iphone-7-plus-lt-ip7pexsli-laut-laut/p/7291925/te/tlac/
742	Suporte Iphone Android Celular Imã carro Veicular Saida Ar - Imatech	30.78	5/10/2017	https://www.magazineluiza.com.br/suporte-iphone-android-celular-ima-carro-veicular-saida-ar-imatech/p/7250948/te/tlac/
743	Capa case mini ipad 360 couro pu pelicula frete grátis apple - Wei tus	99.99	5/10/2017	https://www.magazineluiza.com.br/capa-case-mini-ipad-360-couro-pu-pelicula-frete-gratis-apple-wei-tus/p/7282112/te/tlac/
744	Cabo Lightning Dourado Metálico Iphone 5/5S/5C /6/6S/7 - LT-LTN12GDI - Laut - Laut	99.0	5/10/2017	https://www.magazineluiza.com.br/cabo-lightning-dourado-metalico-iphone-5-5s-5c-6-6s-7-lt-ltn12gdi-laut-laut/p/7282970/te/tlac/
745	Smart Case Ipad 2 E 3 Case Flip Cover Magnética Multilaser - Multilaser	19.9	5/10/2017	https://www.magazineluiza.com.br/smart-case-ipad-2-e-3-case-flip-cover-magnetica-multilaser-multilaser/p/7038656/te/tlac/
746	Procase air - case de pc  tpu para bb curve 8500 e 9300 / azul - youts - Youts	4.9	5/10/2017	https://www.magazineluiza.com.br/procase-air-case-de-pc-tpu-para-bb-curve-8500-e-9300-azul-youts-youts/p/7040876/te/tlac/
747	Bateria Portátil Rock Cola Power Bank 10000mAh USB 2.1A - Rock	159.9	5/10/2017	https://www.magazineluiza.com.br/bateria-portatil-rock-cola-power-bank-10000mah-usb-2.1a-rock/p/7033652/te/tlac/
748	Capa para Smartphone Galaxy SIII - CBR, Rio Maravilha - Youts - Youts	7.9	5/10/2017	https://www.magazineluiza.com.br/capa-para-smartphone-galaxy-siii-cbr-rio-maravilha-youts-youts/p/7036589/te/tlac/
749	Capa para Smartphone Galaxy SIII - CBR, Arara Brasil - Youts - Youts	7.9	5/10/2017	https://www.magazineluiza.com.br/capa-para-smartphone-galaxy-siii-cbr-arara-brasil-youts-youts/p/7043652/te/tlac/
